City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,39,28,-28%,20240823,Althea,1748029276
Paris,0,3,-,20240823,Althea,1748029276
San Diego,0,3,-,20240823,Althea,1748029276
Sydney,1,3,+200%,20240823,Althea,1748029276
Red Deer,0,2,-,20240823,Althea,1748029276
Toronto,0,2,-,20240823,Althea,1748029276
Baltimore,0,1,-,20240823,Althea,1748029276
Billings,0,1,-,20240823,Althea,1748029276
Denver,1,1,0%,20240823,Althea,1748029276
Des Moines,0,1,-,20240823,Althea,1748029276
Las Vegas,0,1,-,20240823,Althea,1748029276
London,0,1,-,20240823,Althea,1748029276
Minneapolis,0,1,-,20240823,Althea,1748029276
Nashville,0,1,-,20240823,Althea,1748029276
New York City,3,1,-67%,20240823,Althea,1748029276
Newport News,0,1,-,20240823,Althea,1748029276
Philadelphia,1,1,0%,20240823,Althea,1748029276
Pittsburgh,1,1,0%,20240823,Althea,1748029276
Portland,2,1,-50%,20240823,Althea,1748029276
Santiago,0,1,-,20240823,Althea,1748029276
Boise,1,0,-100%,20240823,Althea,1748029276
Brockton,1,0,-100%,20240823,Althea,1748029276
Budapest,2,0,-100%,20240823,Althea,1748029276
Charlotte,3,0,-100%,20240823,Althea,1748029276
Chicago,1,0,-100%,20240823,Althea,1748029276
Columbus,1,0,-100%,20240823,Althea,1748029276
Dallas,1,0,-100%,20240823,Althea,1748029276
Detroit,1,0,-100%,20240823,Althea,1748029276
Dublin,1,0,-100%,20240823,Althea,1748029276
Indianapolis,1,0,-100%,20240823,Althea,1748029276
Lake Charles,1,0,-100%,20240823,Althea,1748029276
Lausanne,3,0,-100%,20240823,Althea,1748029276
Los Angeles,3,0,-100%,20240823,Althea,1748029276
Madison,1,0,-100%,20240823,Althea,1748029276
Manila,1,0,-100%,20240823,Althea,1748029276
Mesa,1,0,-100%,20240823,Althea,1748029276
Miami,1,0,-100%,20240823,Althea,1748029276
Phoenix,1,0,-100%,20240823,Althea,1748029276
San Jose,2,0,-100%,20240823,Althea,1748029276
Syracuse,1,0,-100%,20240823,Althea,1748029276
"Washington, D.C.",1,0,-100%,20240823,Althea,1748029276
